Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SoldTime
50,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,20,66.0,7742,5,7,41,41,0.0,763,0,192,955,955,0,0,955,1,0,1,0,3,1,6,0,41.0,1,386,0,0,0,0,0,0,0,1,2007,127000,2007-01-01
51,RL,Pave,0,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,0.0,13869,6,6,10,10,0.0,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,10.0,2,388,0,75,0,0,0,0,0,7,2007,177000,2007-07-01
52,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,0,MnPrv,Shed,WD,Normal,50,52.0,6240,6,6,72,56,0.0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,21.0,2,528,112,0,0,0,0,0,400,9,2006,114500,2006-09-01
53,RM,Grvl,0,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,0,CarPort,Unf,TA,TA,Y,0,0,0,WD,Normal,90,110.0,8472,5,5,47,47,0.0,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,47.0,2,516,106,0,0,0,0,0,0,5,2010,110000,2010-05-01
54,RL,Pave,0,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,68.0,50271,9,5,25,19,0.0,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,25.0,3,894,857,72,0,0,0,0,0,11,2006,385000,2006-11-01
55,RL,Pave,0,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,80,60.0,7134,5,5,52,52,0.0,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,45.0,2,572,0,50,0,0,0,0,0,2,2007,130000,2007-02-01
56,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,100.0,10175,6,5,44,44,272.0,490,0,935,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,44.0,2,576,0,0,0,407,0,0,0,7,2008,180500,2008-07-01
57,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,Fin,TA,TA,Y,0,0,0,WD,Abnorml,160,24.0,2645,8,5,10,9,456.0,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,10.0,2,480,115,0,0,0,0,0,0,8,2009,172500,2009-08-01
58,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,89.0,11645,7,5,2,2,0.0,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2.0,2,565,0,70,0,0,0,0,0,8,2006,196500,2006-08-01
59,RL,Pave,0,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,New,Partial,60,66.0,13682,10,5,0,0,1031.0,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,2020.0,3,641,192,0,37,0,0,0,0,10,2006,438780,2006-10-01
60,RL,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,20,60.0,7200,5,7,36,36,0.0,632,0,148,780,780,0,0,780,0,0,1,0,2,1,4,0,35.0,1,352,196,0,0,0,0,0,0,1,2008,124900,2008-01-01
61,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,New,Partial,20,63.0,13072,6,5,2,2,0.0,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2020.0,2,576,0,50,0,0,0,0,0,5,2006,158000,2006-05-01
62,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,0,Detchd,Unf,TA,TA,N,0,0,0,WD,Normal,75,60.0,7200,5,7,87,11,0.0,0,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,72.0,1,288,0,0,144,0,0,0,0,3,2007,101000,2007-03-01
63,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,120,44.0,6442,8,5,1,1,178.0,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,1.0,2,484,120,49,0,0,0,0,0,10,2007,202500,2007-10-01
64,RM,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,GdPrv,0,WD,Normal,70,50.0,10300,7,6,89,60,0.0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,20.0,2,480,12,11,64,0,0,0,0,4,2010,140000,2010-04-01
65,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,GdPrv,0,WD,Normal,60,0.0,9375,7,5,12,11,573.0,739,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,11.0,2,645,576,36,0,0,0,0,0,2,2009,219500,2009-02-01
66,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,0,0,0,WD,Normal,60,76.0,9591,8,5,3,2,344.0,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3.0,3,852,192,151,0,0,0,0,0,10,2007,317000,2007-10-01
67,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,0.0,19900,7,5,40,21,287.0,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,40.0,2,576,301,0,0,0,0,0,0,7,2010,180000,2010-07-01
68,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,72.0,10665,7,5,4,4,167.0,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,4.0,2,558,144,29,0,0,0,0,0,6,2007,226000,2007-06-01
69,RM,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,30,47.0,4608,4,6,65,60,0.0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,65.0,1,220,0,0,0,0,0,0,0,6,2010,80000,2010-06-01
70,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,50,81.0,15593,7,4,53,53,0.0,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,53.0,2,667,0,21,114,0,0,0,0,7,2006,225000,2006-07-01
71,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,20,95.0,13651,7,6,34,34,1115.0,1880,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,34.0,2,516,300,0,0,0,0,0,0,2,2007,244000,2007-02-01
72,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,69.0,7599,4,6,25,1,0.0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,20.0,2,360,0,0,0,0,0,0,0,6,2007,129500,2007-06-01
73,RL,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,74.0,10141,7,5,11,11,40.0,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,11.0,2,427,0,94,0,0,291,0,0,12,2009,185000,2009-12-01
74,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,GdWo,0,WD,Normal,20,85.0,10200,5,7,56,7,104.0,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,21.0,2,490,0,0,0,0,0,0,0,5,2010,144900,2010-05-01
75,RM,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,50,60.0,5790,3,6,95,60,0.0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,95.0,1,379,0,0,202,0,0,0,0,5,2010,107400,2010-05-01
76,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,BuiltIn,Unf,TA,TA,Y,0,GdWo,0,WD,Normal,180,21.0,1596,4,5,36,36,0.0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,36.0,1,297,120,101,0,0,0,0,0,11,2009,91000,2009-11-01
77,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,0.0,8475,4,7,52,52,0.0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,52.0,1,283,0,0,0,0,0,0,0,4,2008,135750,2008-04-01
78,RM,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,TA,Min1,0,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,50,50.0,8635,5,5,60,7,0.0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,60.0,1,240,0,0,0,0,0,0,0,1,2008,127000,2008-01-01
79,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,0,0,0,0,0,Y,0,0,0,WD,Normal,90,72.0,10778,4,5,42,42,0.0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,2010.0,0,0,0,0,0,0,0,0,0,4,2010,136500,2010-04-01
80,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,MnPrv,0,WD,Normal,50,60.0,10440,5,6,99,28,0.0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,43.0,2,440,74,0,128,0,0,0,0,5,2009,110000,2009-05-01
81,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,60,100.0,13000,6,6,41,41,576.0,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,41.0,1,509,0,72,0,0,252,0,0,6,2009,193500,2009-06-01
82,RM,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,Fin,TA,TA,Y,0,0,0,WD,Normal,120,32.0,4500,6,5,8,8,443.0,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,8.0,2,405,0,199,0,0,0,0,0,3,2006,153500,2006-03-01
83,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,78.0,10206,8,5,1,1,468.0,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,1.0,3,758,144,99,0,0,0,0,0,10,2008,245000,2008-10-01
84,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,COD,Normal,20,80.0,8892,5,5,47,47,66.0,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,33.0,2,461,74,0,0,0,0,0,0,7,2007,126500,2007-07-01
85,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,0,0,Shed,WD,Normal,80,0.0,8530,7,5,14,13,22.0,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,14.0,2,400,120,72,0,0,0,0,700,5,2009,168500,2009-05-01
86,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,0,0,0,WD,Normal,60,121.0,16059,8,5,15,14,284.0,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,15.0,2,462,127,82,0,0,0,0,0,4,2006,260000,2006-04-01
87,RL,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,0,0,0,WD,Normal,60,122.0,11911,6,5,4,4,0.0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,4.0,2,400,100,38,0,0,0,0,0,3,2009,174000,2009-03-01
88,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,RFn,TA,TA,Y,0,0,0,New,Partial,160,40.0,3951,6,5,0,0,76.0,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2020.0,2,528,0,234,0,0,0,0,0,6,2009,164500,2009-06-01
89,C (all),Pave,0,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,0,0,0,0,0,N,0,MnPrv,0,ConLD,Abnorml,50,105.0,8470,3,2,94,27,0.0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,2009.0,0,0,0,0,156,0,0,0,0,10,2009,85000,2009-10-01
90,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,0,0,0,0,Y,0,0,0,WD,Normal,20,60.0,8070,4,5,13,12,0.0,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,2007.0,0,0,0,0,0,0,0,0,0,8,2007,123600,2007-08-01
91,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,0,0,0,0,0,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,20,60.0,7200,4,5,56,56,0.0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,56.0,2,420,0,29,0,0,0,0,0,7,2006,109900,2006-07-01
92,RL,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,Unf,TA,TA,Y,0,GdWo,0,WD,Abnorml,20,85.0,8500,5,3,45,45,203.0,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,45.0,2,480,0,0,0,0,0,0,0,12,2006,98600,2006-12-01
93,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,30,80.0,13360,5,7,88,3,0.0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,88.0,2,432,0,0,44,0,0,0,0,8,2009,163500,2009-08-01
94,C (all),Pave,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,0,0,0,WD,Normal,190,60.0,7200,6,6,97,9,0.0,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,107.0,2,506,0,0,0,0,99,0,0,11,2007,133900,2007-11-01
95,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,60,69.0,9337,6,5,10,10,0.0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,10.0,2,684,0,162,0,0,0,0,0,5,2007,204750,2007-05-01
96,RL,Pave,0,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,0,0,Shed,WD,Normal,60,0.0,9765,6,8,16,16,68.0,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,16.0,2,420,232,63,0,0,0,0,480,4,2009,185000,2009-04-01
97,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,RFn,TA,TA,Y,0,0,0,WD,Normal,20,78.0,10264,7,5,7,7,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,7.0,2,472,158,29,0,0,0,0,0,8,2006,214000,2006-08-01
98,RL,Pave,0,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,TA,Typ,0,Attchd,Fin,TA,TA,P,0,0,0,WD,Normal,20,73.0,10921,4,5,42,42,48.0,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,42.0,1,432,120,0,0,0,0,0,0,5,2007,94750,2007-05-01
99,RL,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,SBrkr,TA,Typ,0,Basment,Unf,Fa,TA,Y,0,0,Shed,COD,Abnorml,30,85.0,10625,5,5,90,60,0.0,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,90.0,1,366,0,0,77,0,0,0,400,5,2010,83000,2010-05-01
100,RL,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,0,0,0,0,0,Y,0,0,Shed,WD,Normal,20,77.0,9320,4,5,51,51,0.0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,2010.0,0,0,352,0,0,0,0,0,400,1,2010,128950,2010-01-01
